User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
U B71,2025,4,properti ini hanya beberapa langkah dari pelabuhan jadi mudah hanya berjalan ke resor jika seseorang mengambil layanan perahu ekajaya dari padang bai atau pulau gili tapi beberapa negatif sarapan di bawah rata-rata menyebar tidak baik makanan tidak mendapatkan diisi ulang baki salad buah jarang penuh kamar mandi perlu pembersihan flush tidak bekerja dengan baik tidak ada meja perjalanan untuk membantu wisatawan area utama resor itu diduduki oleh persiapan pertama untuk pesta pernikahan kemudian pesta keras ini berlangsung selama 3 hari kami tinggal sangat anno,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Fasilitas Hotel (Kolam/Gym/Spa)
Dwi Agung Nugroho,2025,5,Hotel lama yang masih terawat kamar luas bersih view pantai area hotel luas asri nyaman banget disini makanan full menu enak enak buat pak salikin terima kasih kelapa mudanya sehat slalu sayang cuma semalam di merumata next long stay deh kalau ke lombok,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Arief Bello,2025,4,Merumatta senggigi lokasi mudah di akses dan mudah dicari matahari terbenam jika lagi cuaca bagus cukup recomended dengan basilico resto views dengan pemandangan laut jadi jika lagi dilombok bolehlah untuk meluangkan waktu mampir di sini,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Lokasi & Akses Strategis
Diana AA,2025,5,pantainya lumayan cantik dengan pasir beige putih banyak terumbu karang yang sudah mati di bibir pantai jadi harus hati hati saat berjalan omboknya tidak terlalu besar jadi anak-anak ramah buat renang atau sekedar main air bisa main jets sky dan kano disini tiket masuknya murah,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Harga & Value for Money
intanintan juni,2025,5,kamarnya bagus layanan nya jga baik baik dan rama tempat nya jga bagus pinggir pantai dan dekat dengan supermarket berikutnya balik dari australia akan tinggal lagi di sini,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Sandra Yunita.H.,2025,5,hotel bintang 5 dengan lokasi yang strategis difasilitasi kolam renang spa kegiatan tamu dan sarapan yang enak stafnya ramah ramah apalagi mbak nova kebersihan kamarnya juga bagus,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Rizki,2025,5,tempatnya luas banget dan asri sebelah kamar langsung pantai jadi bisa main2 ke pantai dan mengalami pantai swasta karena sepi,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Hiasinta Rini,2025,5,hotel dengan pemandangan dan suasana yang indah pantai pasir putih bisa snorkling jet ski kano dll apalagi saat cuaca cerah bisa melihat gunung agung dari kejauhan dengan matahari terbenam yang spektakuler favorit terbaik untuk liburan kelg kalau liburan ke lombok selalu menginap di sini,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Lokasi & Akses Strategis
p p,2025,2,Ini bukan hotel bintang 5 jauh dari sana mereka tidak memiliki fasilitas hotel tingkat atas pantai tidak pribadi untuk hotel super penuh sesak tidak ada pelanggaran tapi foto pantai masuk iklan mereka menipu restoran adalah sederhana,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Kualitas Makanan & Restoran
Mu Ahmed,2025,3,lokasi yang bagus dan potensi besar adalah 5 mungkin masuk tahun 90an saran kamar terlalu berdatangan terutama toilet makanan bisa lebih beragam menjadi membosankan setelah beberapa hari kami bangun untuk mengetuk pintu kami tengah malam dan staf tidak benar-benar menunjukkan masalah dengan itu pantai area sebagian besar bagian penuh sampah harus membayar untuk menggunakan sepeda dan lapangan tenis,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Kebersihan & Kenyamanan Kamar
Pejoewang THTKL,2025,1,untuk harga setara sgt tidak rekomen hari pertama saat bangun tidur baru sadar ternyata di kasur ada tai tikus yang mengering mengeluh ke resepsi menanyakan sop hanya info akan segera dibersihkan di hari 1 2 setiap masuk kamar kartu kunci selalu kesalahan penyimpanan sesuai instruksi tidak bersentuhan dengan kartu lain maupun hp tapi tetap rusak saya datang hanya dibukakan jika mau kunci baru harus ke resepsi yang mana malam hotel tsb gelap sangat kurang pencahayaan menacari dan memanggil pegawai hotel sangat sulit banyak nyamuk sarapan 2 malam sudah bikin bosan variasi itu2 saja insyaallah ini dan terakhir saya ke hotel ts,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Priyo Wurianto,2025,1,pelayanan resepsionis sangat buruk untuk ukuran hotel yang katanya bintang 5 baru kali ini saya dilayani resepsionis sambil duduk dan kakinya diangkat sejajar dh meja nama petugas nya via saya menginap hari ini rabu tgl 13 Agustus 25 di kamar bungalow no 129 sehabis perjalanan jauh dan saya mungkin terlihat kusut saya mungkin terlihat seperti orang yang tidak mampu menginap di hotel ini pertanyaan yang lebih mirip dengan wawancara diajukan untuk membuktikan bahwa saya orang yang sah yang memesan kamar hotel ini katanya sih sop tapi saya melihat tamu lain di sebelah saya akan lebih beruntung tidak ditanya serumit itu untuk mendapatkan kunci kamarnya,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Pelayanan Staf & Keramahan
G E,2025,3,akan ada banyak perahu orang mencoba untuk menunjukkan perahu mereka dan buku untuk pulau Gili saya memesan untuk 1m untuk melakukan snorkeling dan tur pulau hari berikutnya berbeda perahu tua datang dan saya tidak punya pilihan tapi melanjutkan tur saya banyak orang akan meminta untuk bisnis Anda perlu berhati-hati dan memilih kapal yang tepat pulau wisata biaya sekitar 700 0 hanya Anda perlu untuk bernegosiasi semua mahal masuk lombok taksi untuk bergerak mahal lebih dari empat hari lombok cukup pantai masuk rata-rata masuk observasi saya snorkeling berhati-hati dengan gigitan ikan gele,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Sania K Nisa,2025,5,hotel yang sangat indah dengan pemandangan yang eksotis suasananya hangat dan nyaman sarapan meny bervariasi dan mengejutkan ada menu indomie,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kualitas Makanan & Restoran
Wiwin Ria Kusuma,2025,4,Hotel lama tapi masih cukup baik tinggal di sana untuk harga yang baik kembali ke 2024 sarapan tidak begitu bagus lokasi baik hanya beberapa menit berjalan kaki ke pusat senggigi,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Harga & Value for Money
Yasmin Afina,2025,2,Hotel ini terletak masuk taman yang sangat besar dan sangat baik dipelihara sehingga di depan itu benar-benar tempat yang indah untuk berjalan-jalan hotel itu sendiri memiliki banyak potensi meskipun relatif tua kamar tetap nyaman saya pikir masalah utama adalah manajemen dan layanan di sarapan itu begitu padat sementara staf memeriksa kita masuk untuk sarapan mereka hanya membiarkan kita masuk tanpa memastikan ada meja untuk kita benar-benar ada lebih banyak kamar daripada kapasitas untuk sarapan mungkin manajemen harus mempertimbangkan membiarkan restoran kedua menjadi,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Idol H,2025,1,Jangan tinggal di sini berjalan ke bawah kadal masuk kamar dan layanan pelanggan yang kasar masih tidak ada pengembalian uang seperti yang dijanjikan oleh staf sejak kita tinggal masuk Juni dan pemesanan com tidak mendukung dengan kasus ini baik saya menulis untuk secara resmi mengungkapkan kekecewaan saya yang mendalam dengan kita tinggal baru-baru ini di resor merumatta senggigi lombok dipesan melalui platform Anda apa yang dimaksudkan untuk menjadi relaksasi dan produktif mundur sayangnya berubah menjadi serangkaian pengalaman menyakitkan dan tidak nyaman karena beberapa dan berulang masalah dengan akomodasi kami tinggal kami dimulai masuk kamar 203 di mana kami segera bertemu,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Fasilitas Hotel (Kolam/Gym/Spa)
JINY,2025,1,Ini adalah pertama kalinya saya datang ke sini tapi saya sangat kecewa saya menyadari bahwa ada acara hanya sehari sebelumnya dan orang-orang yang menghadiri acara mengambil semua kursi pantai dan kolam renang di resor ada musik keras banyak sampah selama sebuah acara acara dimulai masuk pagi dan berlangsung sampai malam jadi saya tidak bisa menikmati apa-apa saya tidak punya pilihan hanya masuk kamar sepanjang hari dan saya merusak satu hari liburan saya jika Anda mencari untuk bersantai dan dingin masuk resor tidak pernah buku di sini,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Fasilitas Hotel (Kolam/Gym/Spa)
Fauzan Kautsar,2025,3,ruanganya bagus dan nyaman sisanya kurang oke staf ketus makanan kurang kalau bilang ini level resort atau bintang lima kelas makananannya mungkin hanya setaraf hotel bintang 3,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Kebersihan & Kenyamanan Kamar
Chaerul Imam Imam,2025,1,kebetulan kantor kami ada acara disini saat acara spesial makan malam kebetulan dimeja saya tidak ada sendok dan garpu saya sudah minta berkali-kali ke beberapa staf namun tidak diambilkan sendok dan garpunya akhirnya saya tidak jadi makan karena tidak ada sendok dan garpunya tolong beri arahan kepada staf saya untuk dapat memberikan pelayanan terbaik terima kasih,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Shamile Fiaz,2025,5,Saya memiliki waktu yang luar biasa di sini hotel memiliki pemandangan yang indah dan sangat damai staf luar biasa saya telah bepergian ke banyak hotel tapi perawatan dan perawatan yang saya terima dari mitha adalah yang terbaik dia membantu saya menetap masuk ke kamar saya dan memberikan saya komunikasi yang jelas di fasilitas hotel januardi juga sangat membantu masuk membuat saya tinggal nyaman terima kasih untuk mengundang saya terutama mitha,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Johan,2025,5,Resor yang sangat bagus ramah orang makanan yang baik dan kamar kami resor yang sangat lucu terletak di kedua sisi laut sempurna untuk berenang dan snorkeling,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kualitas Makanan & Restoran
indah nuria Savitri,2025,4,Hotel klasik dengan pesona abadi indah terletak masuk senggigi pantai daerah lombok barat nusa tenggara saya tinggal masuk salah satu bungalow taman dan menikmati menginap saya pindah ke kamar baru karena masalah dengan lemari es tapi tim melakukannya dengan cepat kamar dones sebuah pondok klasik dengan sentuhan indonesia menggunakan rattan tempat tidur furnitur kayu rumbia atau atap rumput dan geribik atau terjalin batu plat dinding saya memiliki mandi di dalam dan di luar kamar baik untuk mandi setelah berjalan di pantai atau berenang juga menawarkan la,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Dadi Marmoyo,2025,1,Horor pisan 2 kali diganggu saat malam awalnya digedor dari pintu balkon saya di lantai 2 besoknya ada wajah di cermin samping kasur dan kaca depan samping tv,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Dewi Sekarasih,2025,5,Aku tidak tinggal di sini seseorang mengatakan kepada saya untuk berhenti dan menikmati pantai Senggigi dari restoran jadi saya berjalan di sekitar hotel itu besar dengan taman yang indah dan pantai yang indah,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kualitas Makanan & Restoran
Gerhard Emmel,2025,4,Hotel ini terletak masuk taman yang sangat luas kami tinggal masuk bungalow di bawah pohon palem bungalow tersebar keluar di seluruh lahan dengan ruang terbuka rencana sarapan restoran yang menghadap kolam renang dan laut melayani setiap rasa dari makanan panas Indonesia untuk hidangan telur dan pilihan kecil potongan dingin dan keju semua staf sangat ramah dan membantu dari restoran basiliko tepat di tepi laut Anda dapat menikmati pemandangan indah matahari terbenam sambil menikmati koktail selama happy hour berkat Juni yang memperlakukan kami untuk koktail lezat,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Erwin Rachman,2025,5,Salah satu pilihan terbaik ketika Anda mengunjungi Lombok terutama daerah Senggigi bahkan jika Anda tinggal di tempat lain Anda dapat bergabung dengan sarapan mereka buffet menyebar di sarapan lebih dari cukup untuk membuat Anda tinggal dan Anda akan merasa seperti Anda ingin makan lebih dan lebih lol,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kualitas Makanan & Restoran
Syafiq Segaf,2025,5,Kamar-kamar itu butuh waktu lama untuk disiapkan salah satu kamar hanya memiliki satu tempat tidur ukuran raja sementara kami meminta kembar satu kamar memiliki masalah dengan AC,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Sri Indarti,2025,5,bagus banget bersih dan pelayanan nya ramah2 dan sopan insyaallah kalau ada rejeki ke merrumata lagi nginap di sana lagi,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Ilie NAKSZYNSKI,2025,3,sedikit terlambat ketika datang ke fasilitas dan dekorasi tapi Anda selalu dapat mengandalkan layanan yang sangat baik dan sentuhan pribadi mungkin lokasi terbaik untuk setiap hotel masuk lombok besar malu bahwa hampir semua toko wisata di dekat tidak lagi masuk bisnis,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Lokasi & Akses Strategis
Lisa Dejoie,2025,5,20 tahun yang lalu pertama kali tinggal untuk bulan madu kami dan di sini kita kembali ke hotel ini dengan nama lain yakin pondok perlu direnovasi tapi hotel ini adalah tempat terbaik masuk senggigi untuk pasir putih dan untuk apa pun Anda hanya bisa berjalan di sekitar untuk menemukan pasar atau warung kecil khusus terima kasih kepada razak dan tari untuk layanan kebaikan mereka kami benar-benar menghargai,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Sara Kh,2025,5,Di mana untuk memulai menginap yang luar biasa ini adalah kedua kalinya saya tinggal di Merumatta hotel dan bahkan lebih baik dari yang pertama saya menghabiskan minggu yang indah di hotel dan benar-benar belum pernah bertemu staf yang ramah dan baik seperti yang di sini saya sangat merekomendasikan hotel ini kepada siapa pun yang mengunjungi senggigi yang mencari relaksasi dan layanan yang sangat baik menyoroti staf yang menakjubkan bervariasi dan sarapan lezat pemandangan matahari terbenam dari restoran keseluruhan hotel lapangan kolam renang yang damai dekat banyak restoran dekat senggigi pelabuhan saya ingin terutama berterima kasih kepada mr kahfi mr didin ms thary ms maya ms ayudek,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Wildan Maulana,2025,4,semuanya oke hanya tolong sistem keamanan kunci kamarnya diupdate sering sekali kesalahan tidak bisa dibuka harus sering bolak balik lobi untuk update kunci,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Ilham Bintang,2025,5,Hotel ini begitu besar fasilitas lengkap seperti gym tenis lapangan kolam renang dan restoran terbaik resort untuk bulan madu cukup dan romantis Anda dapat melihat 280 derajat pantai pemandangan sarapan rata-rata tapi ada restoran yang lebih baik masuk hotel anak ramah dan mereka menyediakan tempat tidur bayi gratis,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Alvin AA,2025,4,jadi ceritanya saya bisa kamar yang kurang baik saya tinggal untuk 4 hari udara panasnya tidak bisa dipakai sudah 2 kali memanggil teknisi katanya ini udara panasnya sedang habis dan menunggu panas lagi saya tunggu lebih dari seharian tidak panas sekali padahal di kamar sebelah katanya udara panasnya normal jadi air dingin setiap hari yah mungkin tidak beruntung saja untuk lokasi cukup strategis dipinggir pantai senggigi,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Lokasi & Akses Strategis
wilhy bara,2025,5,Saat ikut merumata setengah maraton seru suasana pantanua teduh dan hotelnya luas sekali,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Fasilitas Hotel (Kolam/Gym/Spa)
agung prasetyo,2025,5,menginap di sini harus memiliki daya ingat kuat karena sering nyasar ketika akan menuju ke kamar haha resort nya indah punya pantai sendiri ada mesjid musholla di tengah resort kolam renang airnya jernih menu sarapan variatif mandi pemanas air panas poll mantap mudah mudahan besok ke lombok lagi bisa kesini aamiin,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
FARAH,2025,5,Hotel cantik gila jangan pikir banyak buku je saya dah membandingkan dengan hotel lain di lombok marumatta memang sarapan terbaik je membosankan sedikit lain2 semua memang terbaik,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kualitas Makanan & Restoran
Chris Chen,2025,4,Tinggal banyak kali masuk ke hotel tapi itu menjadi lebih buruk lokasi yang sangat baik dan pemandangan yang bagus tapi fasilitas yang mengerikan dan bangunan yang sangat tua banyak hal rusak dan itu tidak baik pemeliharaan,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Lokasi & Akses Strategis
Riana Setia Selalu,2025,5,sepertinya hotel ini membutuhkan perbaikan fasilitas di beberapa bagian terutama kamarnya saya menginap 2 malam dengan kamar mandi yang bermasalah meskipun pada akhirnya diperbaiki namun saya harus pindah kamar malam2 karena memang baru tiba d hotel malam hari semoga petugas bisa lebih siap lagi melakukan pengecekan fasilitas terutama kamar untuk para tamu,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Kenny Budiman,2025,1,check masuk malam dikasih kupon selamat minum besok pagi nya mau tuker kupon selamat minum sebelum checkout malah kita bukanya jam 11 bilang saja tidak niat ngasih minuman selamat minum,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Personal For You,2025,4,Kamar yang sangat nyaman dan layanan sarapan yang baik Sengiggi membutuhkan sedikit peningkatan hotel sedikit di sisi mahal namun itu adalah musim puncak,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Mike S.,2025,3,Hotel adalah tempat yang sangat bagus dekat dengan banyak restoran namun itu tidak 5 tidak ada gym yang diperlukan untuk 5 kamar besar dengan baik dilengkapi tempat tidur nyaman jika agak sulit namun kamar-kamar sudah lelah kamar mandi masuk kebutuhan renovasi sarapan memiliki pilihan terbatas dan makanan adalah begitu jadi makan di sana untuk lebih dari 3 hari akan mustahil,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Kebersihan & Kenyamanan Kamar
Lalitya Xaviera (Viera),2025,5,highlight hotel buesar banget tapi areanya terawat cocok yang suka jogging banyak jogging track satu area sama pantai senggigi jadi pantai kurang pribadi pantai berkoral jadi kudu pakai sepatu pantai bisa buat berenang sempurna untuk keluarga dengan balita bawa stroller Anda kamar bersih n nice interior masih jadul tapi oke lah bukan masalah besar linen n handuk bersih n crisp kamar wangi aku jadi bersin2 kamar masuk tapi untung wangi2 kamar isa dim kamar mandi bersih fasilitas lengkap tangan lengkap layanan cek masuk n cek keluar halus kurang dari 3 menit setiap bellboy sangat baik,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Üsame,2025,5,Sangat direkomendasikan Anda tidak bisa menemukan hotel yang lebih baik masuk lombok staf sangat baik dan membantu layanan kamar memiliki makanan luar biasa dengan harga terjangkau saya tinggal 4 malam di sini satu-satunya hal yang dapat meningkatkan adalah sarapan,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Pearl Shinee,2025,5,Hotel mewah dengan pemandangan yang bagus bangunan bagus di sini dan di sana pemandangan taman dan pantai di sekitar begitu damai begitu luas area benar-benar menikmati segalanya harapan akan kembali di sini untuk mendapatkan liburan lagi,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Lokasi & Akses Strategis
Chintia Hidayanti,2025,5,merasa tidak ingin kemana2 semua ada ada disinii pantai kolamrenang kamar nyaman staf ramah dan kopi di ciffeshopnya enaak pastrynya juga enak,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
fayçal Hamidi,2025,4,kamar-kamar sangat bagus meskipun mereka tidak memiliki soket listrik keran mandi keran terlalu tua dan tidak berfungsi pemandangan villa luar biasa terutama jika Anda memesan yang dekat kolam renang pantai adalah serpentine terus menerus di sekitar semua villa dan jacuzzi di pinggir kolam renang benar-benar ledakan jangan mengharapkan air panas dan itu sempurna seperti itu kelemahan adalah bahwa restoran adalah 5 menit berjalan kaki di sepanjang fasad pantai yang bisa baik atau mengganggu tergantung pada suasana hati Anda kami memiliki paket makan malam romantis dan koki di basilico layak michelin 3 bintang tidak,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Lucia Dian,2025,5,hotel sangat luas dan asri langsung dapat pesisir pantai senggiginya proses cek masuk dan cek keluar cepat ada pembantu yang membantu membawakan koper ke pondok untuk kamar sendiri kami mengambil tipe pondok pemandangan laut benar langsung nembus ke akses pantai sayangnya colokan listrik hanya ada 1 di kamar dan 1 di kamar mandi namun kemarin tidak berfungsi dinding tidak kedap suara sehingga suara dari kamar tamu sebelah terdengar jelas di kamar kami jg untuk pondok pemandangan laut ini dekat dengan resto sehingga saat malam minggu terdengar suara musik live dj sampai jam 10 malam untuk sarapan menurut kami biasa saja,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Purbaningrum Sasmita,2025,5,Hotel tua terbaik tapi baru-baru ini direnovasi Aku benar-benar menikmati tinggal di sana dan staf sangat membantu dan baik,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Hamza Khan,2025,5,Tempat penginapan yang tak terlupakan dan khusus terima kasih kepada Neyla Merumatta Senggigi adalah semua yang saya harapkan dan lebih lokasi pantai adalah menakjubkan kamar-kamarnya nyaman dan sempurna dan seluruh resor memiliki suasana menyambut damai sarapan setiap pagi adalah sorotan buah segar lokal hidangan dan banyak pilihan barat juga tapi apa yang benar-benar membuat penginapan saya berkesan adalah kebaikan staf terutama Neyla salah satu pelayan di sarapan pagi hari terakhir saya turun sedikit telat sarapan hampir berakhir saya pikir saya hanya mengambil kopi dan pergi tetapi Neyla,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Pelayanan Staf & Keramahan
Alfons Tanujaya,2025,2,sampai lewat malam hanya untuk menemukan keluar bahwa hotel tidak memiliki gym dan sekarang daikin aircon tidak bekerja crank untuk penuh tetapi masih merasa panas ingin memanggil resepsi tetapi kita sudah berkemas dan lelah mari kita lihat besok kamar karena kita akan tinggal 4 hari di sini beberapa nyamuk masuk kamar mandi dan putri saya tidak bisa tidur karena dia melihat beberapa gecko dekat tempat tidurnya air panas adalah sempurna resort area kecepatan internet besar adalah luar biasa 100 mbps link naik dan turun,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Fasilitas Hotel (Kolam/Gym/Spa)
aufa ibrahim,2025,1,sangat kecewa dengan pelayanan dan perbedaan penanganan pelanggan sistem nya juga mengecewakan sudah jam cek masuk tapi masih di suruh menunggu sistem pengabungan pemesanan juga susah dan cenderung lebih merepotkan pelanggan jika tidak protes dan cari solusi dari kita sendiri cenderung merepotkan pelanggan nya itu,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Harga & Value for Money
Maratun Nafiah,2025,5,Tempat nya sangat nyaman view nya pantai bisa melihat sanset pemandangan nya indah banget pokok nya keren pol,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Adi Riadi,2025,5,hotel terbaik di daerah senggigi sih kamar luas dan sangat bersih view menghadap ke laut areanya sangat luas dan terdapat sunset view makanannya enak enak staf sangat ramah sangat tenang 3 hari di sini sangat sangat sangat menikmati,BUMN,Bintang 5,MerumattaSenggigiLombok,positive,Kebersihan & Kenyamanan Kamar
Abeel Arii,2025,5,Hotel Cottage Yang mewah Saran tolong ditingkatkan citra dan rasa pada saat sarapan untuk hotel bintang 5 makanannya kurang variatif,BUMN,Bintang 5,MerumattaSenggigiLombok,negative,Kualitas Makanan & Restoran
